[21:05:12.791] Worker-2 | EventoID=0 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0F Payload[1]=64 Payload[2]=71
[21:14:02.586] Worker-3 | EventoID=1708 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F8 Payload[1]=DB Payload[2]=5C
[21:14:02.709] Worker-3 | EventoID=1319 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=47 Payload[1]=46 Payload[2]=00
[21:14:02.709] Worker-2 | EventoID=1709 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=13 Payload[1]=71 Payload[2]=32
[21:14:03.063] Worker-0 | EventoID=1320 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=29 Payload[1]=59 Payload[2]=09
[21:14:03.078] Worker-1 | EventoID=1710 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F7 Payload[1]=BC Payload[2]=54
[21:14:03.247] Worker-3 | EventoID=1321 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=33 Payload[1]=4F Payload[2]=02
[21:14:03.339] Worker-2 | EventoID=1711 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=2B Payload[1]=6C Payload[2]=25
[21:14:03.602] Worker-0 | EventoID=1322 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3C Payload[1]=3B Payload[2]=02
[21:14:03.664] Worker-2 | EventoID=1712 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F0 Payload[1]=49 Payload[2]=4D
[21:14:03.833] Worker-1 | EventoID=1323 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1C Payload[1]=29 Payload[2]=00
[21:14:04.018] Worker-0 | EventoID=1713 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=FD Payload[1]=8E Payload[2]=19
[21:14:04.218] Worker-3 | EventoID=1324 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=35 Payload[1]=5E Payload[2]=05
[21:14:04.387] Worker-2 | EventoID=1714 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=42 Payload[1]=CF Payload[2]=18
[21:14:04.604] Worker-2 | EventoID=1325 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1E Payload[1]=4C Payload[2]=02
[21:14:04.680] Worker-1 | EventoID=1715 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=31 Payload[1]=D5 Payload[2]=18
[21:14:04.973] Worker-3 | EventoID=1716 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=26 Payload[1]=74 Payload[2]=44
[21:14:04.989] Worker-0 | EventoID=1326 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=36 Payload[1]=1C Payload[2]=05
[21:14:05.285] Worker-3 | EventoID=1717 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=80 Payload[1]=90 Payload[2]=2A
[21:14:05.378] Worker-3 | EventoID=1327 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=19 Payload[1]=2D Payload[2]=09
[21:14:05.719] Worker-0 | EventoID=1718 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=8D Payload[1]=D9 Payload[2]=2B
[21:14:05.858] Worker-1 | EventoID=1328 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1D Payload[1]=4D Payload[2]=06
[21:14:06.059] Worker-1 | EventoID=1329 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3D Payload[1]=41 Payload[2]=07
[21:14:06.136] Worker-3 | EventoID=1719 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=9C Payload[1]=B2 Payload[2]=2D
[21:14:06.198] Worker-2 | EventoID=1330 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1A Payload[1]=4F Payload[2]=09
[21:14:06.291] Worker-2 | EventoID=1720 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0A Payload[1]=7A Payload[2]=4C
[21:14:06.446] Worker-3 | EventoID=1331 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1B Payload[1]=54 Payload[2]=05
[21:14:06.727] Worker-2 | EventoID=1721 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=EB Payload[1]=C1 Payload[2]=6D
[21:14:06.742] Worker-3 | EventoID=1332 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=25 Payload[1]=4D Payload[2]=09
[21:14:06.959] Worker-3 | EventoID=1722 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=86 Payload[1]=6A Payload[2]=67
[21:14:06.989] Worker-0 | EventoID=1333 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=25 Payload[1]=77 Payload[2]=06
[21:14:07.175] Worker-3 | EventoID=1334 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=27 Payload[1]=5A Payload[2]=04
[21:14:07.239] Worker-1 | EventoID=1723 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=FA Payload[1]=A6 Payload[2]=6D
[21:14:07.347] Worker-1 | EventoID=1335 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=37 Payload[1]=56 Payload[2]=02
[21:14:07.347] Worker-2 | EventoID=1724 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=8D Payload[1]=88 Payload[2]=25
[21:14:07.487] Worker-3 | EventoID=1725 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0B Payload[1]=74 Payload[2]=18
[21:14:07.643] Worker-0 | EventoID=1336 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=29 Payload[1]=77 Payload[2]=08
[21:14:07.780] Worker-1 | EventoID=1337 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=36 Payload[1]=5D Payload[2]=03
[21:14:07.937] Worker-0 | EventoID=1726 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=6B Payload[1]=CF Payload[2]=42
[21:14:08.043] Worker-0 | EventoID=1727 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=FA Payload[1]=BE Payload[2]=19
[21:14:08.166] Worker-2 | EventoID=1338 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2F Payload[1]=14 Payload[2]=06
[21:14:08.306] Worker-1 | EventoID=1728 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=05 Payload[1]=CB Payload[2]=4E
[21:14:08.414] Worker-1 | EventoID=1339 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2F Payload[1]=5E Payload[2]=01
[21:14:08.508] Worker-1 | EventoID=1729 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=BD Payload[1]=C3 Payload[2]=1A
[21:14:08.693] Worker-0 | EventoID=1730 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=05 Payload[1]=78 Payload[2]=65
[21:14:08.802] Worker-0 | EventoID=1340 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3E Payload[1]=28 Payload[2]=00
[21:14:08.941] Worker-1 | EventoID=1731 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=5B Payload[1]=B2 Payload[2]=69
[21:14:09.126] Worker-0 | EventoID=1732 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=D3 Payload[1]=84 Payload[2]=5F
[21:14:09.265] Worker-1 | EventoID=1341 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=21 Payload[1]=58 Payload[2]=06
[21:14:09.624] Worker-3 | EventoID=1733 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=82 Payload[1]=ED Payload[2]=1A
[21:14:09.702] Worker-1 | EventoID=1342 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=33 Payload[1]=2C Payload[2]=04
[21:14:09.764] Worker-0 | EventoID=1734 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=33 Payload[1]=C5 Payload[2]=68
[21:14:09.984] Worker-0 | EventoID=1343 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=37 Payload[1]=3E Payload[2]=09
[21:14:10.200] Worker-0 | EventoID=1735 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=E4 Payload[1]=3F Payload[2]=4B
[21:14:10.200] Worker-2 | EventoID=1344 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1D Payload[1]=36 Payload[2]=06
[21:14:10.385] Worker-3 | EventoID=1345 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=35 Payload[1]=44 Payload[2]=09
[21:14:10.511] Worker-2 | EventoID=1736 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=42 Payload[1]=AA Payload[2]=74
[21:14:10.559] Worker-1 | EventoID=1346 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=33 Payload[1]=38 Payload[2]=06
[21:14:10.853] Worker-0 | EventoID=1737 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=D1 Payload[1]=46 Payload[2]=45
[21:14:11.008] Worker-3 | EventoID=1347 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=46 Payload[1]=62 Payload[2]=02
[21:14:11.256] Worker-2 | EventoID=1738 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=29 Payload[1]=6D Payload[2]=6A
[21:14:11.425] Worker-1 | EventoID=1348 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=31 Payload[1]=74 Payload[2]=04
[21:14:11.581] Worker-2 | EventoID=1349 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=27 Payload[1]=61 Payload[2]=00
[21:14:11.690] Worker-2 | EventoID=1739 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=56 Payload[1]=8C Payload[2]=5E
[21:14:11.737] Worker-1 | EventoID=1350 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=34 Payload[1]=4E Payload[2]=00
[21:14:11.974] Worker-3 | EventoID=1740 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=B3 Payload[1]=BC Payload[2]=57
[21:14:12.115] Worker-2 | EventoID=1351 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=49 Payload[1]=4D Payload[2]=01
[21:14:12.291] Worker-0 | EventoID=1741 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F1 Payload[1]=77 Payload[2]=6C
[21:14:12.378] Worker-1 | EventoID=1352 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1E Payload[1]=27 Payload[2]=06
[21:14:12.610] Worker-0 | EventoID=1742 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=38 Payload[1]=EF Payload[2]=5A
[21:14:12.765] Worker-2 | EventoID=1353 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3C Payload[1]=4A Payload[2]=07
[21:14:12.843] Worker-3 | EventoID=1743 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=5F Payload[1]=E4 Payload[2]=6A
[21:14:13.184] Worker-2 | EventoID=1354 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=22 Payload[1]=73 Payload[2]=00
[21:14:13.337] Worker-1 | EventoID=1744 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=B7 Payload[1]=4E Payload[2]=75
[21:14:13.555] Worker-1 | EventoID=1355 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3B Payload[1]=24 Payload[2]=09
[21:14:13.600] Worker-3 | EventoID=1745 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=86 Payload[1]=80 Payload[2]=6F
[21:14:13.827] Worker-2 | EventoID=1746 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=8F Payload[1]=5D Payload[2]=6C
[21:14:13.953] Worker-2 | EventoID=1747 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=D0 Payload[1]=CC Payload[2]=6B
[21:14:14.045] Worker-2 | EventoID=1356 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=34 Payload[1]=2E Payload[2]=05
[21:14:14.264] Worker-2 | EventoID=1748 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=FC Payload[1]=4B Payload[2]=2C
[21:14:14.515] Worker-1 | EventoID=1357 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=30 Payload[1]=4C Payload[2]=04
[21:14:14.732] Worker-1 | EventoID=1749 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=EB Payload[1]=83 Payload[2]=4E
[21:14:14.946] Worker-1 | EventoID=1358 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=39 Payload[1]=3C Payload[2]=06
[21:14:15.053] Worker-1 | EventoID=1750 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=C2 Payload[1]=4E Payload[2]=1C
[21:14:15.115] Worker-3 | EventoID=1359 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=27 Payload[1]=1B Payload[2]=09
[21:14:15.207] Worker-0 | EventoID=1751 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=51 Payload[1]=36 Payload[2]=67
[21:14:15.223] Worker-3 | EventoID=1360 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1D Payload[1]=56 Payload[2]=04
[21:14:15.377] Worker-1 | EventoID=1361 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2E Payload[1]=4F Payload[2]=03
[21:14:15.515] Worker-0 | EventoID=1752 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=6C Payload[1]=7D Payload[2]=3F
[21:14:15.592] Worker-1 | EventoID=1362 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3D Payload[1]=3A Payload[2]=01
[21:14:15.639] Worker-3 | EventoID=1753 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=C2 Payload[1]=43 Payload[2]=66
[21:14:15.934] Worker-0 | EventoID=1363 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=36 Payload[1]=19 Payload[2]=05
[21:14:16.058] Worker-3 | EventoID=1754 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=4A Payload[1]=72 Payload[2]=4B
[21:14:16.350] Worker-0 | EventoID=1755 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=93 Payload[1]=A5 Payload[2]=25
[21:14:16.350] Worker-1 | EventoID=1364 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3D Payload[1]=6F Payload[2]=03
[21:14:16.569] Worker-1 | EventoID=1365 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=24 Payload[1]=35 Payload[2]=08
[21:14:16.663] Worker-0 | EventoID=1756 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=12 Payload[1]=51 Payload[2]=57
[21:14:17.034] Worker-3 | EventoID=1757 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=88 Payload[1]=54 Payload[2]=74
[21:14:17.050] Worker-2 | EventoID=1366 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1F Payload[1]=59 Payload[2]=05
[21:14:17.305] Worker-0 | EventoID=1758 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=4E Payload[1]=EB Payload[2]=6F
[21:14:17.505] Worker-0 | EventoID=1367 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=24 Payload[1]=19 Payload[2]=07
[21:14:17.598] Worker-2 | EventoID=1759 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=47 Payload[1]=B9 Payload[2]=53
[21:14:17.909] Worker-2 | EventoID=1368 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3F Payload[1]=46 Payload[2]=03
[21:14:17.909] Worker-3 | EventoID=1760 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=BF Payload[1]=5E Payload[2]=58
[21:14:18.143] Worker-0 | EventoID=1369 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=47 Payload[1]=63 Payload[2]=06
[21:14:18.282] Worker-1 | EventoID=1761 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=6D Payload[1]=E4 Payload[2]=4F
[21:14:18.531] Worker-2 | EventoID=1370 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=48 Payload[1]=23 Payload[2]=07
[21:14:18.531] Worker-3 | EventoID=1762 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=E1 Payload[1]=92 Payload[2]=62
[21:14:18.686] Worker-0 | EventoID=1371 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=43 Payload[1]=1A Payload[2]=06
[21:14:18.979] Worker-0 | EventoID=1763 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=4D Payload[1]=A5 Payload[2]=69
[21:14:19.164] Worker-3 | EventoID=1372 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=28 Payload[1]=47 Payload[2]=07
[21:14:19.210] Worker-1 | EventoID=1764 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=AC Payload[1]=5F Payload[2]=1B
[21:14:19.350] Worker-3 | EventoID=1765 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=E2 Payload[1]=73 Payload[2]=31
[21:14:19.427] Worker-1 | EventoID=1373 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=49 Payload[1]=74 Payload[2]=05
[21:14:19.566] Worker-3 | EventoID=1766 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=8B Payload[1]=68 Payload[2]=66
[21:14:19.770] Worker-3 | EventoID=1374 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=49 Payload[1]=71 Payload[2]=00
[21:14:19.909] Worker-2 | EventoID=1767 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=30 Payload[1]=EF Payload[2]=6B
[21:14:19.925] Worker-0 | EventoID=1375 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1F Payload[1]=18 Payload[2]=01
[21:14:20.142] Worker-0 | EventoID=1768 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=61 Payload[1]=77 Payload[2]=62
[21:14:20.266] Worker-1 | EventoID=1769 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=B3 Payload[1]=BF Payload[2]=56
[21:14:20.392] Worker-3 | EventoID=1376 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=41 Payload[1]=38 Payload[2]=08
[21:14:20.532] Worker-2 | EventoID=1377 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=20 Payload[1]=5E Payload[2]=03
[21:14:20.609] Worker-3 | EventoID=1770 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=8C Payload[1]=D7 Payload[2]=73
[21:14:20.672] Worker-0 | EventoID=1378 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=30 Payload[1]=76 Payload[2]=06
[21:14:20.906] Worker-1 | EventoID=1379 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1A Payload[1]=64 Payload[2]=08
[21:14:20.922] Worker-3 | EventoID=1771 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=90 Payload[1]=60 Payload[2]=23
[21:14:21.231] Worker-1 | EventoID=1380 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=40 Payload[1]=5A Payload[2]=04
[21:14:21.277] Worker-2 | EventoID=1772 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=15 Payload[1]=9D Payload[2]=55
[21:14:21.560] Worker-1 | EventoID=1773 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=D7 Payload[1]=64 Payload[2]=64
[21:14:21.714] Worker-2 | EventoID=1381 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1C Payload[1]=53 Payload[2]=04
[21:14:21.932] Worker-2 | EventoID=1774 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=1E Payload[1]=90 Payload[2]=28
[21:14:21.978] Worker-0 | EventoID=1382 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=21 Payload[1]=3B Payload[2]=09
[21:14:22.318] Worker-1 | EventoID=1775 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=1F Payload[1]=ED Payload[2]=24
[21:14:22.333] Worker-3 | EventoID=1383 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3D Payload[1]=1B Payload[2]=09
[21:14:22.627] Worker-0 | EventoID=1384 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=36 Payload[1]=44 Payload[2]=08
[21:14:22.738] Worker-0 | EventoID=1776 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=56 Payload[1]=B8 Payload[2]=50
[21:14:22.894] Worker-2 | EventoID=1385 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2F Payload[1]=55 Payload[2]=02
[21:14:23.063] Worker-0 | EventoID=1777 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=45 Payload[1]=B2 Payload[2]=46
[21:14:23.347] Worker-0 | EventoID=1386 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3B Payload[1]=37 Payload[2]=09
[21:14:23.533] Worker-3 | EventoID=1778 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=7B Payload[1]=A5 Payload[2]=5F
[21:14:23.672] Worker-0 | EventoID=1387 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=41 Payload[1]=45 Payload[2]=01
[21:14:23.925] Worker-1 | EventoID=1779 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=10 Payload[1]=45 Payload[2]=44
[21:14:24.173] Worker-3 | EventoID=1388 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=41 Payload[1]=4A Payload[2]=06
[21:14:24.204] Worker-2 | EventoID=1780 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=AC Payload[1]=45 Payload[2]=59
[21:14:24.345] Worker-1 | EventoID=1389 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=4A Payload[1]=26 Payload[2]=07
[21:14:24.392] Worker-3 | EventoID=1781 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=CA Payload[1]=D6 Payload[2]=5D
[21:14:24.488] Worker-3 | EventoID=1390 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3D Payload[1]=14 Payload[2]=04
[21:14:24.647] Worker-2 | EventoID=1782 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=20 Payload[1]=E9 Payload[2]=54
[21:14:24.959] Worker-2 | EventoID=1391 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1E Payload[1]=64 Payload[2]=08
[21:14:25.052] Worker-2 | EventoID=1783 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=4D Payload[1]=B4 Payload[2]=5D
[21:14:25.349] Worker-2 | EventoID=1392 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=36 Payload[1]=68 Payload[2]=02
[21:14:25.349] Worker-3 | EventoID=1784 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=79 Payload[1]=B7 Payload[2]=17
[21:14:25.535] Worker-0 | EventoID=1785 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=D9 Payload[1]=6D Payload[2]=66
[21:14:25.673] Worker-2 | EventoID=1786 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=10 Payload[1]=EF Payload[2]=4F
[21:14:25.689] Worker-0 | EventoID=1393 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=38 Payload[1]=2F Payload[2]=04
[21:14:26.027] Worker-1 | EventoID=1394 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=4A Payload[1]=3A Payload[2]=00
[21:14:26.074] Worker-2 | EventoID=1787 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=69 Payload[1]=47 Payload[2]=46
[21:14:26.400] Worker-2 | EventoID=1395 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1A Payload[1]=5A Payload[2]=02
[21:14:26.527] Worker-3 | EventoID=1788 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=A3 Payload[1]=46 Payload[2]=57
[21:14:26.755] Worker-0 | EventoID=1396 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=49 Payload[1]=4B Payload[2]=00
[21:14:26.818] Worker-2 | EventoID=1789 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=A2 Payload[1]=77 Payload[2]=5D
[21:14:27.079] Worker-0 | EventoID=1790 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=1B Payload[1]=41 Payload[2]=25
[21:14:27.094] Worker-1 | EventoID=1397 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1A Payload[1]=6E Payload[2]=01
[21:14:27.422] Worker-1 | EventoID=1791 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=95 Payload[1]=51 Payload[2]=37
[21:14:27.437] Worker-2 | EventoID=1398 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2B Payload[1]=4A Payload[2]=09
[21:14:27.684] Worker-3 | EventoID=1399 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=42 Payload[1]=53 Payload[2]=04
[21:14:27.839] Worker-0 | EventoID=1792 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F6 Payload[1]=EA Payload[2]=3A
[21:14:27.885] Worker-3 | EventoID=1400 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3B Payload[1]=62 Payload[2]=05
[21:14:28.025] Worker-0 | EventoID=1401 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3E Payload[1]=31 Payload[2]=02
[21:14:28.071] Worker-1 | EventoID=1793 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=65 Payload[1]=F1 Payload[2]=3F
